code,description,name,address,city,state,zip,phone,fax,person,business indicator,women business indicator,local business indicator,over million dollar revenue indicator,date
11050  ,LIBRARY EQUIPMENT                                                                         ,SENTRY TECHNOLOGY CORPORATION,1881 Lakeland Avenue,Ronkonkoma                    ,NY,11779          ,631-739-2122                  ,,Elizabeth Heyder              ,N,N,N,N,02/15/2020
08400  ,ENTRANCES AND STOREFRONTS                                                                 ,"Sergi's Images, Inc.",260  Van Brunt Street,Brooklyn                      ,NY,11231          ,718-935-0002                  ,,Louis Sergi                   ,N,N,N,N,08/21/2018
14600  ,HOIST AND CRANES                                                                          ,United Crane & Rigging Services Inc,11-14 35th Ave,Long Island City              ,NY,11106          ,718-726-6111                  ,973-572-9686   ,Kim Smith                     ,N,Y,N,N,08/18/2019
02450  ,PILES AND CAISSONS                                                                        ,"UNITED DRILLING, INC.",62 Appletree Lane,PLUMSTEADVILLE                ,PA,18949-1169     ,215-766-3745                  ,,GARY NONEMACHER               ,N,N,N,N,01/31/2021
01530  ,TEMP CONSTR/BRDGS/DECK/OVERPASS                                                           ,UNITED HOISTING & SCAFFOLDING CORP.,38-51 11TH STREET,LONG ISLAND CITY              ,NY,11101          ,718-786-3338                  ,347-242-9761   ,Christopher Amodeo            ,N,N,N,Y,07/13/2020
14400  ,LIFTS                                                                                     ,UNITED HOISTING & SCAFFOLDING CORP.,38-51 11TH STREET,LONG ISLAND CITY              ,NY,11101          ,718-786-3338                  ,347-242-9761   ,Christopher Amodeo            ,N,N,N,Y,07/13/2020
14800  ,SCAFFOLDING                                                                               ,UNITED HOISTING & SCAFFOLDING CORP.,38-51 11TH STREET,LONG ISLAND CITY              ,NY,11101          ,718-786-3338                  ,347-242-9761   ,Christopher Amodeo            ,N,N,N,Y,07/13/2020
05100  ,STRUCTURAL METAL FRAME                                                                    ,"UNITED IRON, INC.",6 ROSLYN PLACE,MT. VERNON                    ,NY,10550          ,914-667-5700                  ,718-365-5275   ,RANDY RIFELLI                 ,N,N,N,Y,04/20/2020
05120  ,STRUCTURAL STEEL                                                                          ,"UNITED IRON, INC.",6 ROSLYN PLACE,MT. VERNON                    ,NY,10550          ,914-667-5700                  ,718-365-5275   ,RANDY RIFELLI                 ,N,N,N,Y,04/20/2020
05300  ,METAL DECKING                                                                             ,"UNITED IRON, INC.",6 ROSLYN PLACE,MT. VERNON                    ,NY,10550          ,914-667-5700                  ,718-365-5275   ,RANDY RIFELLI                 ,N,N,N,Y,04/20/2020
05500  ,METAL FABRICATIONS                                                                        ,"UNITED IRON, INC.",6 ROSLYN PLACE,MT. VERNON                    ,NY,10550          ,914-667-5700                  ,718-365-5275   ,RANDY RIFELLI                 ,N,N,N,Y,04/20/2020
05700  ,ORNAMENTAL METAL                                                                          ,"UNITED IRON, INC.",6 ROSLYN PLACE,MT. VERNON                    ,NY,10550          ,914-667-5700                  ,718-365-5275   ,RANDY RIFELLI                 ,N,N,N,Y,04/20/2020
05800  ,EXPANSION CONTROL                                                                         ,"UNITED IRON, INC.",6 ROSLYN PLACE,MT. VERNON                    ,NY,10550          ,914-667-5700                  ,718-365-5275   ,RANDY RIFELLI                 ,N,N,N,Y,04/20/2020
09900  ,PAINTING                                                                                  ,UNITED PAVEMENT MARKING. INC.,18-16 127th Street,COLLEGE POINT                 ,NY,11356          ,718-539-3617                  ,,Terri Ezratty                 ,N,N,N,N,05/15/2020
02700  ,PAVING AND SURFACING                                                                      ,"UNITED PAVERS CO.,  INC.",3366 Hillside Avenue,NEW HYDE PARK                 ,NY,11040          ,516-747-1800                  ,,LEONARD MULE                  ,N,N,N,N,11/03/2020
07100  ,WATERPROOFING                                                                             ,"United Roofing & Sheet Metal, Inc.",100 Mill Plain Road,Danbury                       ,CT,06811          ,475-289-3006                  ,,Susan L. Durkin               ,N,N,N,N,09/17/2018
07500  ,MEMBRANE ROOFING                                                                          ,"United Roofing & Sheet Metal, Inc.",100 Mill Plain Road,Danbury                       ,CT,06811          ,475-289-3006                  ,,Susan L. Durkin               ,N,N,N,N,09/17/2018
07600  ,FLASHING AND SHEET METAL                                                                  ,"United Roofing & Sheet Metal, Inc.",100 Mill Plain Road,Danbury                       ,CT,06811          ,475-289-3006                  ,,Susan L. Durkin               ,N,N,N,N,09/17/2018
07100  ,WATERPROOFING                                                                             ,United States Roofing Corporation,910 East Main Street,Norristown                    ,PA,19401          ,610-272-6600                  ,610-633-1935   ,Gerald Higgins                ,N,N,N,Y,09/06/2020
07500  ,MEMBRANE ROOFING                                                                          ,United States Roofing Corporation,910 East Main Street,Norristown                    ,PA,19401          ,610-272-6600                  ,610-633-1935   ,Gerald Higgins                ,N,N,N,Y,09/06/2020
07600  ,FLASHING AND SHEET METAL                                                                  ,United States Roofing Corporation,910 East Main Street,Norristown                    ,PA,19401          ,610-272-6600                  ,610-633-1935   ,Gerald Higgins                ,N,N,N,Y,09/06/2020
08300  ,SPECIAL DOORS                                                                             ,"United Steel Products, Inc.",33-40 127TH PLACE,FLUSHING                      ,NY,11368          ,718-478-5330                  ,,Jessica Lopez                 ,N,N,N,N,03/22/2021
05500  ,METAL FABRICATIONS                                                                        ,"United Steel, Inc.",164 School St.,East Hartford                 ,CT,06108          ,860-289-2323                  ,,Keith Corneau                 ,N,N,N,Y,03/03/2019
05700  ,ORNAMENTAL METAL                                                                          ,"United Steel, Inc.",164 School St.,East Hartford                 ,CT,06108          ,860-289-2323                  ,,Keith Corneau                 ,N,N,N,Y,03/03/2019
01530  ,TEMP CONSTR/BRDGS/DECK/OVERPASS                                                           ,"Universal Construction Resources, Inc.",66-00 Queens Midtown Expressway,Maspeth                       ,NY,11378          ,718-672-5800                  ,,MUHAMMAD MANSOOR              ,Y,N,N,Y,04/20/2020
04200  ,UNIT MASONRY                                                                              ,"Universal Construction Resources, Inc.",66-00 Queens Midtown Expressway,Maspeth                       ,NY,11378          ,718-672-5800                  ,,MUHAMMAD MANSOOR              ,Y,N,N,Y,04/20/2020
04900  ,MASONRY RESTORATION/CLEANING                                                              ,"Universal Construction Resources, Inc.",66-00 Queens Midtown Expressway,Maspeth                       ,NY,11378          ,718-672-5800                  ,,MUHAMMAD MANSOOR              ,Y,N,N,Y,04/20/2020
07500  ,MEMBRANE ROOFING                                                                          ,"Universal Construction Resources, Inc.",66-00 Queens Midtown Expressway,Maspeth                       ,NY,11378          ,718-672-5800                  ,,MUHAMMAD MANSOOR              ,Y,N,N,Y,04/20/2020
13285  ,HAZMAT REMED - ASBESTOS ABTMNT & REM                                                      ,"Universal Construction Resources, Inc.",66-00 Queens Midtown Expressway,Maspeth                       ,NY,11378          ,718-672-5800                  ,,MUHAMMAD MANSOOR              ,Y,N,N,Y,04/20/2020
14800  ,SCAFFOLDING                                                                               ,"Universal Construction Resources, Inc.",66-00 Queens Midtown Expressway,Maspeth                       ,NY,11378          ,718-672-5800                  ,,MUHAMMAD MANSOOR              ,Y,N,N,Y,04/20/2020
99945  ,GENL CONTR - EXTERIOR MODIFICATIONS                                                       ,"Universal Construction Resources, Inc.",66-00 Queens Midtown Expressway,Maspeth                       ,NY,11378          ,718-672-5800                  ,,MUHAMMAD MANSOOR              ,Y,N,N,Y,04/20/2020
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,"Universal Construction Resources, Inc.",66-00 Queens Midtown Expressway,Maspeth                       ,NY,11378          ,718-672-5800                  ,,MUHAMMAD MANSOOR              ,Y,N,N,Y,04/20/2020
07600  ,FLASHING AND SHEET METAL                                                                  ,universal heating &air conditioning inc,40-04  192nd street,flushing                      ,NY,11358          ,516-504-1120                  ,718-961-9213   ,noelle gracin                 ,N,N,N,Y,04/04/2021
15500  ,HEAT GENERATION                                                                           ,universal heating &air conditioning inc,40-04  192nd street,flushing                      ,NY,11358          ,516-504-1120                  ,718-961-9213   ,noelle gracin                 ,N,N,N,Y,04/04/2021
15700  ,"HEATING, VENTIL & AIR CONDITION                                                           ",universal heating &air conditioning inc,40-04  192nd street,flushing                      ,NY,11358          ,516-504-1120                  ,718-961-9213   ,noelle gracin                 ,N,N,N,Y,04/04/2021
15800  ,AIR DISTRIBUTION/DUCTWORK                                                                 ,universal heating &air conditioning inc,40-04  192nd street,flushing                      ,NY,11358          ,516-504-1120                  ,718-961-9213   ,noelle gracin                 ,N,N,N,Y,04/04/2021
04200  ,UNIT MASONRY                                                                              ,Universal Preservation Group Inc,120 Commerce Court,Cheshire                      ,CT,06410          ,203-439-0055                  ,203-940-3513   ,Anthony Stewart               ,N,N,N,Y,06/28/2019
04400  ,STONE                                                                                     ,Universal Preservation Group Inc,120 Commerce Court,Cheshire                      ,CT,06410          ,203-439-0055                  ,203-940-3513   ,Anthony Stewart               ,N,N,N,Y,06/28/2019
04900  ,MASONRY RESTORATION/CLEANING                                                              ,Universal Preservation Group Inc,120 Commerce Court,Cheshire                      ,CT,06410          ,203-439-0055                  ,203-940-3513   ,Anthony Stewart               ,N,N,N,Y,06/28/2019
07600  ,FLASHING AND SHEET METAL                                                                  ,Universal Preservation Group Inc,120 Commerce Court,Cheshire                      ,CT,06410          ,203-439-0055                  ,203-940-3513   ,Anthony Stewart               ,N,N,N,Y,06/28/2019
80250  ,SIGNAGE                                                                                   ,Universal Signs & Service,435-2  Brook Ave,Deer Park                     ,NY,11729          ,631-446-1142                  ,516-493-1756   ,Rick Lackner                  ,Y,N,N,N,10/26/2020
86020  ,COMPUTER - HARDWARE/SOFTWARE                                                              ,"UNIVERSAL TECHNOLOGIES, LLC",350 FIFTH AVENUE,NEW YORK                      ,NY,10118          ,518-463-6149                  ,,Kendra Stringfellow           ,N,N,N,Y,11/21/2020
86040  ,INFORMATION TECHNOLOGY CONSULTANT                                                         ,"UNIVERSAL TECHNOLOGIES, LLC",350 FIFTH AVENUE,NEW YORK                      ,NY,10118          ,518-463-6149                  ,,Kendra Stringfellow           ,N,N,N,Y,11/21/2020
02210  ,SUBSURFACE INVESTIGATION                                                                  ,"Universal Testing & Inspection Services, Inc.",73 Otis Street,West Babylon                  ,NY,11704          ,631-491-5252                  ,631-455-7730   ,Larry A. Mercardante          ,N,N,N,N,08/06/2018
37022  ,CONTROLLED INSPECTION                                                                     ,"Universal Testing & Inspection Services, Inc.",73 Otis Street,West Babylon                  ,NY,11704          ,631-491-5252                  ,631-455-7730   ,Larry A. Mercardante          ,N,N,N,N,08/06/2018
37097  ,SOILS AND GEOLOGICAL STUDIES/FOUNDATIONS                                                  ,"Universal Testing & Inspection Services, Inc.",73 Otis Street,West Babylon                  ,NY,11704          ,631-491-5252                  ,631-455-7730   ,Larry A. Mercardante          ,N,N,N,N,08/06/2018
37106  ,TESTING/INSPECTION SERVICES                                                               ,"Universal Testing & Inspection Services, Inc.",73 Otis Street,West Babylon                  ,NY,11704          ,631-491-5252                  ,631-455-7730   ,Larry A. Mercardante          ,N,N,N,N,08/06/2018
86030  ,ENVIRONMENTAL CONSULTING SERVICES                                                         ,Universe Resources LLC,259 Prospect Plains Road,Cranbury                      ,NJ,08512          ,609-655-2600                  ,732-915-8923   ,Subhadra Bhagavathula         ,Y,Y,N,Y,06/15/2018
86060  ,PERSONNEL SERVICES - TEMPORARY                                                            ,Universe Resources LLC,259 Prospect Plains Road,Cranbury                      ,NJ,08512          ,609-655-2600                  ,732-915-8923   ,Subhadra Bhagavathula         ,Y,Y,N,Y,06/15/2018
33000  ,ARCH & ENG - FULL SERVICE FIRM                                                            ,Urbahn ArchitectsPLLC,306 West 37th Street,New York                      ,NY,10018          ,212-857-9065                  ,917-327-6219   ,Rafael Stein                  ,N,N,N,Y,03/10/2019
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,"Urban Ecospaces, Inc.",61-43 186th Street,Fresh Meadows                 ,NY,11365          ,929-575-6501                  ,917-749-8649   ,Everett Perry                 ,Y,N,N,N,04/17/2021
13850  ,DETECTION & ALARM                                                                         ,Urban Electrical Corp,130-08  Liberty Avenue,South Richmond Hill           ,NY,11419          ,646-752-8767                  ,718-322-2053   ,Derek Mohan                   ,Y,N,N,N,05/02/2021
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,Urban Electrical Corp,130-08  Liberty Avenue,South Richmond Hill           ,NY,11419          ,646-752-8767                  ,718-322-2053   ,Derek Mohan                   ,Y,N,N,N,05/02/2021
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,Urban Electrical Corp,130-08  Liberty Avenue,South Richmond Hill           ,NY,11419          ,646-752-8767                  ,718-322-2053   ,Derek Mohan                   ,Y,N,N,N,05/02/2021
32025  ,ENGINEERING - M/E/P FULL SERVICE FIRM                                                     ,"Urban Engineers of New York, D.P.C.",Two Penn Plaza,New York                      ,NY,10121          ,215-922-8080                  ,,Amanda Schumacher             ,N,N,N,Y,07/18/2019
32030  ,ENGINEERING - CIVIL/STRUCTURAL                                                            ,"Urban Engineers of New York, D.P.C.",Two Penn Plaza,New York                      ,NY,10121          ,215-922-8080                  ,,Amanda Schumacher             ,N,N,N,Y,07/18/2019
09650  ,RESILIENT FLOORING                                                                        ,US ENVIRONMENTAL ABATEMENT CORP.,558 Untion Avenue,Westbury                      ,NY,11590          ,347-242-2611                  ,917-602-9087   ,John DiMartino                ,N,N,N,Y,03/15/2020
13280  ,HAZMAT REMED - LEAD PAINT REMOVAL                                                         ,US ENVIRONMENTAL ABATEMENT CORP.,558 Untion Avenue,Westbury                      ,NY,11590          ,347-242-2611                  ,917-602-9087   ,John DiMartino                ,N,N,N,Y,03/15/2020
13285  ,HAZMAT REMED - ASBESTOS ABTMNT & REM                                                      ,US ENVIRONMENTAL ABATEMENT CORP.,558 Untion Avenue,Westbury                      ,NY,11590          ,347-242-2611                  ,917-602-9087   ,John DiMartino                ,N,N,N,Y,03/15/2020
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,USA Electrical Services Corp.,43-39 21 Street,Long Island City              ,NY,11101          ,718-784-4353                  ,917-428-8005   ,Dimitrios Ladikos             ,N,N,N,N,04/18/2020
05580  ,SHEET METAL FABRICATION                                                                   ,USA ROOFING CO. CORP.,149 34th Street,Brooklyn                      ,NY,11232          ,718-439-3336                  ,718-662-3471   ,Lyra  Thaqi                   ,N,N,N,N,03/23/2020
07500  ,MEMBRANE ROOFING                                                                          ,USA ROOFING CO. CORP.,149 34th Street,Brooklyn                      ,NY,11232          ,718-439-3336                  ,718-662-3471   ,Lyra  Thaqi                   ,N,N,N,N,03/23/2020
07600  ,FLASHING AND SHEET METAL                                                                  ,USA ROOFING CO. CORP.,149 34th Street,Brooklyn                      ,NY,11232          ,718-439-3336                  ,718-662-3471   ,Lyra  Thaqi                   ,N,N,N,N,03/23/2020
99945  ,GENL CONTR - EXTERIOR MODIFICATIONS                                                       ,"UTB-United Technology, Inc.",146  East 2nd Street,Mineola                       ,NY,11501          ,516-326-1160                  ,917-578-7923   ,MOHAN SHARMA                  ,Y,N,N,Y,11/02/2018
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,"UTB-United Technology, Inc.",146  East 2nd Street,Mineola                       ,NY,11501          ,516-326-1160                  ,917-578-7923   ,MOHAN SHARMA                  ,Y,N,N,Y,11/02/2018
05080  ,METAL FINISHES                                                                            ,UTOPIA CONSTRUCTION OF NY CORP,227 WILLARD AVENUE,FARMINGDALE                   ,NY,11735          ,516-647-4441                  ,516-501-0051   ,MICHAEL SCLAFANI              ,N,Y,N,Y,01/26/2020
05500  ,METAL FABRICATIONS                                                                        ,UTOPIA CONSTRUCTION OF NY CORP,227 WILLARD AVENUE,FARMINGDALE                   ,NY,11735          ,516-647-4441                  ,516-501-0051   ,MICHAEL SCLAFANI              ,N,Y,N,Y,01/26/2020
05700  ,ORNAMENTAL METAL                                                                          ,UTOPIA CONSTRUCTION OF NY CORP,227 WILLARD AVENUE,FARMINGDALE                   ,NY,11735          ,516-647-4441                  ,516-501-0051   ,MICHAEL SCLAFANI              ,N,Y,N,Y,01/26/2020
08100  ,METAL DOORS AND FRAMES                                                                    ,UTOPIA CONSTRUCTION OF NY CORP,227 WILLARD AVENUE,FARMINGDALE                   ,NY,11735          ,516-647-4441                  ,516-501-0051   ,MICHAEL SCLAFANI              ,N,Y,N,Y,01/26/2020
08400  ,ENTRANCES AND STOREFRONTS                                                                 ,UTOPIA CONSTRUCTION OF NY CORP,227 WILLARD AVENUE,FARMINGDALE                   ,NY,11735          ,516-647-4441                  ,516-501-0051   ,MICHAEL SCLAFANI              ,N,Y,N,Y,01/26/2020
08500  ,METAL WINDOWS                                                                             ,UTOPIA CONSTRUCTION OF NY CORP,227 WILLARD AVENUE,FARMINGDALE                   ,NY,11735          ,516-647-4441                  ,516-501-0051   ,MICHAEL SCLAFANI              ,N,Y,N,Y,01/26/2020
08770  ,INSTALLATION: WINDOW GUARDS                                                               ,UTOPIA CONSTRUCTION OF NY CORP,227 WILLARD AVENUE,FARMINGDALE                   ,NY,11735          ,516-647-4441                  ,516-501-0051   ,MICHAEL SCLAFANI              ,N,Y,N,Y,01/26/2020
08900  ,GLAZED CURTAIN WALLS                                                                      ,UTOPIA CONSTRUCTION OF NY CORP,227 WILLARD AVENUE,FARMINGDALE                   ,NY,11735          ,516-647-4441                  ,516-501-0051   ,MICHAEL SCLAFANI              ,N,Y,N,Y,01/26/2020
10200  ,LOUVERS AND VENTS                                                                         ,UTOPIA CONSTRUCTION OF NY CORP,227 WILLARD AVENUE,FARMINGDALE                   ,NY,11735          ,516-647-4441                  ,516-501-0051   ,MICHAEL SCLAFANI              ,N,Y,N,Y,01/26/2020
80035  ,COMPUTER MAINTENANCE                                                                      ,V Group Inc.,Building 3 379 Princeton-Hightstown Road,Cranbury                      ,NJ,08512          ,609-371-5400                  ,,Vijay Kumar                   ,Y,Y,N,Y,10/26/2018
86020  ,COMPUTER - HARDWARE/SOFTWARE                                                              ,V Group Inc.,Building 3 379 Princeton-Hightstown Road,Cranbury                      ,NJ,08512          ,609-371-5400                  ,,Vijay Kumar                   ,Y,Y,N,Y,10/26/2018
86040  ,INFORMATION TECHNOLOGY CONSULTANT                                                         ,V Group Inc.,Building 3 379 Princeton-Hightstown Road,Cranbury                      ,NJ,08512          ,609-371-5400                  ,,Vijay Kumar                   ,Y,Y,N,Y,10/26/2018
86060  ,PERSONNEL SERVICES - TEMPORARY                                                            ,V Group Inc.,Building 3 379 Princeton-Hightstown Road,Cranbury                      ,NJ,08512          ,609-371-5400                  ,,Vijay Kumar                   ,Y,Y,N,Y,10/26/2018
09300  ,TILE                                                                                      ,"V.A.L. FLOORS, INC.",100 Hollister Road,Teterboro                     ,NJ,07608          ,201-716-0100                  ,,Linda Vogel                   ,N,N,N,N,08/11/2019
09640  ,WOOD FLOORING                                                                             ,"V.A.L. FLOORS, INC.",100 Hollister Road,Teterboro                     ,NJ,07608          ,201-716-0100                  ,,Linda Vogel                   ,N,N,N,N,08/11/2019
08800  ,GLAZING                                                                                   ,"Sergi's Images, Inc.",260  Van Brunt Street,Brooklyn                      ,NY,11231          ,718-935-0002                  ,,Louis Sergi                   ,N,N,N,N,08/21/2018
08400  ,ENTRANCES AND STOREFRONTS                                                                 ,SERVICE GLASS & STOREFRONT CO. INC.,630 W. Merrick Road,Valley Stream                 ,NY,11580          ,516-823-9400                  ,516-659-0200   ,Lewis Cohen                   ,N,N,N,N,06/02/2019
08800  ,GLAZING                                                                                   ,SERVICE GLASS & STOREFRONT CO. INC.,630 W. Merrick Road,Valley Stream                 ,NY,11580          ,516-823-9400                  ,516-659-0200   ,Lewis Cohen                   ,N,N,N,N,06/02/2019
32025  ,ENGINEERING - M/E/P FULL SERVICE FIRM                                                     ,"Setty & Associates, Ltd. PC",535 8th Avenue,New York                      ,NY,10018          ,646-253-9000                  ,703-691-2115   ,Boggarm Setty                 ,Y,N,N,Y,01/26/2020
32030  ,ENGINEERING - CIVIL/STRUCTURAL                                                            ,"SEVERUD ASSOC. CONSULT. ENGS., PC",469 Seventh Avenue,New York                      ,NY,10018          ,212-986-3700                  ,917-301-2386   ,Edward M. DePaola             ,N,N,N,Y,08/04/2018
03300  ,CAST-IN PLACE CONCRETE                                                                    ,SH5 CONSTRUCTION CORPORATION,8684 25th Avenue,Brooklyn                      ,NY,11214          ,718-259-2625                  ,718-909-2281   ,Yasmeen Latif                 ,Y,Y,N,Y,06/09/2018
04200  ,UNIT MASONRY                                                                              ,SH5 CONSTRUCTION CORPORATION,8684 25th Avenue,Brooklyn                      ,NY,11214          ,718-259-2625                  ,718-909-2281   ,Yasmeen Latif                 ,Y,Y,N,Y,06/09/2018
04900  ,MASONRY RESTORATION/CLEANING                                                              ,SH5 CONSTRUCTION CORPORATION,8684 25th Avenue,Brooklyn                      ,NY,11214          ,718-259-2625                  ,718-909-2281   ,Yasmeen Latif                 ,Y,Y,N,Y,06/09/2018
06100  ,ROUGH CARPENTRY                                                                           ,SH5 CONSTRUCTION CORPORATION,8684 25th Avenue,Brooklyn                      ,NY,11214          ,718-259-2625                  ,718-909-2281   ,Yasmeen Latif                 ,Y,Y,N,Y,06/09/2018
06200  ,FINISH CARPENTRY                                                                          ,SH5 CONSTRUCTION CORPORATION,8684 25th Avenue,Brooklyn                      ,NY,11214          ,718-259-2625                  ,718-909-2281   ,Yasmeen Latif                 ,Y,Y,N,Y,06/09/2018
07100  ,WATERPROOFING                                                                             ,SH5 CONSTRUCTION CORPORATION,8684 25th Avenue,Brooklyn                      ,NY,11214          ,718-259-2625                  ,718-909-2281   ,Yasmeen Latif                 ,Y,Y,N,Y,06/09/2018
09900  ,PAINTING                                                                                  ,SH5 CONSTRUCTION CORPORATION,8684 25th Avenue,Brooklyn                      ,NY,11214          ,718-259-2625                  ,718-909-2281   ,Yasmeen Latif                 ,Y,Y,N,Y,06/09/2018
14600  ,HOIST AND CRANES                                                                          ,"SHADOW TRANSPORT, INC.",3 STEPAR PLACE,HUNTINGTON STATION            ,NY,11746          ,631-351-0505                  ,516-987-5603   ,SAMANTHA AMANTE               ,N,Y,N,N,01/11/2019
14900  ,TRANSPORTATION                                                                            ,"SHADOW TRANSPORT, INC.",3 STEPAR PLACE,HUNTINGTON STATION            ,NY,11746          ,631-351-0505                  ,516-987-5603   ,SAMANTHA AMANTE               ,N,Y,N,N,01/11/2019
02780  ,UNIT PAVERS                                                                               ,Shaheen Construction Corp,25-20 84th Street,EAST ELMHURST                 ,NY,11370-1603     ,917-679-8203                  ,718-651-6301   ,Shabbir Ahmed                 ,Y,N,N,N,04/05/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,Shaheen Construction Corp,25-20 84th Street,EAST ELMHURST                 ,NY,11370-1603     ,917-679-8203                  ,718-651-6301   ,Shabbir Ahmed                 ,Y,N,N,N,04/05/2020
04900  ,MASONRY RESTORATION/CLEANING                                                              ,Shaheen Construction Corp,25-20 84th Street,EAST ELMHURST                 ,NY,11370-1603     ,917-679-8203                  ,718-651-6301   ,Shabbir Ahmed                 ,Y,N,N,N,04/05/2020
06100  ,ROUGH CARPENTRY                                                                           ,Shaheen Construction Corp,25-20 84th Street,EAST ELMHURST                 ,NY,11370-1603     ,917-679-8203                  ,718-651-6301   ,Shabbir Ahmed                 ,Y,N,N,N,04/05/2020
02220  ,DEMOLITION                                                                                ,"Shanraj Associates, Inc.",113-01 101 Ave ,Richmond Hill                 ,NY,11419          ,646-496-6636                  ,,sanjeev jindal                ,Y,N,N,N,12/29/2019
06100  ,ROUGH CARPENTRY                                                                           ,"Shanraj Associates, Inc.",113-01 101 Ave ,Richmond Hill                 ,NY,11419          ,646-496-6636                  ,,sanjeev jindal                ,Y,N,N,N,12/29/2019
06200  ,FINISH CARPENTRY                                                                          ,"Shanraj Associates, Inc.",113-01 101 Ave ,Richmond Hill                 ,NY,11419          ,646-496-6636                  ,,sanjeev jindal                ,Y,N,N,N,12/29/2019
08200  ,WOOD AND PLASTIC DOORS                                                                    ,"Shanraj Associates, Inc.",113-01 101 Ave ,Richmond Hill                 ,NY,11419          ,646-496-6636                  ,,sanjeev jindal                ,Y,N,N,N,12/29/2019
09300  ,TILE                                                                                      ,"Shanraj Associates, Inc.",113-01 101 Ave ,Richmond Hill                 ,NY,11419          ,646-496-6636                  ,,sanjeev jindal                ,Y,N,N,N,12/29/2019
09900  ,PAINTING                                                                                  ,"Shanraj Associates, Inc.",113-01 101 Ave ,Richmond Hill                 ,NY,11419          ,646-496-6636                  ,,sanjeev jindal                ,Y,N,N,N,12/29/2019
03300  ,CAST-IN PLACE CONCRETE                                                                    ,"Sharan Builders, Inc.",12812 18th Avenue,College Point                 ,NY,11356          ,718-361-1700                  ,,Manjit Singh                  ,Y,N,N,Y,11/29/2020
04200  ,UNIT MASONRY                                                                              ,"Sharan Builders, Inc.",12812 18th Avenue,College Point                 ,NY,11356          ,718-361-1700                  ,,Manjit Singh                  ,Y,N,N,Y,11/29/2020
04900  ,MASONRY RESTORATION/CLEANING                                                              ,"Sharan Builders, Inc.",12812 18th Avenue,College Point                 ,NY,11356          ,718-361-1700                  ,,Manjit Singh                  ,Y,N,N,Y,11/29/2020
02882  ,"SPORTS FIELDS, PLAY FIELDS                                                                ","SHAW CONTRACT FLOORING SERVICES, INC. DBA Shaw Sports T",185  South Industrial Boulevard,Calhoun                       ,GA,30701          ,706-532-4691                  ,706-532-4691   ,Phillip Seeley                ,N,N,N,N,07/14/2020
03300  ,CAST-IN PLACE CONCRETE                                                                    ,SHELBOURNE CONSTRUCTION CORPORATION,44-02 23rd Street,Long Island City              ,NY,11101          ,718-392-6050                  ,646-546-1012   ,David O'Brien                 ,N,N,N,Y,12/22/2018
04200  ,UNIT MASONRY                                                                              ,SHELBOURNE CONSTRUCTION CORPORATION,44-02 23rd Street,Long Island City              ,NY,11101          ,718-392-6050                  ,646-546-1012   ,David O'Brien                 ,N,N,N,Y,12/22/2018
04900  ,MASONRY RESTORATION/CLEANING                                                              ,SHELBOURNE CONSTRUCTION CORPORATION,44-02 23rd Street,Long Island City              ,NY,11101          ,718-392-6050                  ,646-546-1012   ,David O'Brien                 ,N,N,N,Y,12/22/2018
07110  ,DAMPPROOFING                                                                              ,SHELBOURNE CONSTRUCTION CORPORATION,44-02 23rd Street,Long Island City              ,NY,11101          ,718-392-6050                  ,646-546-1012   ,David O'Brien                 ,N,N,N,Y,12/22/2018
07840  ,FIRESTOPPING                                                                              ,SHELBOURNE CONSTRUCTION CORPORATION,44-02 23rd Street,Long Island City              ,NY,11101          ,718-392-6050                  ,646-546-1012   ,David O'Brien                 ,N,N,N,Y,12/22/2018
32025  ,ENGINEERING - M/E/P FULL SERVICE FIRM                                                     ,"SHENOY ENGINEERING, PC",39  US Highway 46E,Pine Brook                    ,NJ,07058          ,973-808-4090                  ,201-953-9637   ,Ravi V. Shenoy                ,Y,N,N,Y,03/21/2020
06100  ,ROUGH CARPENTRY                                                                           ,Shine Construction Corp,90-15 192nd Street,Hollis                        ,NY,11423          ,718-300-4900                  ,718-300-4900   ,Shamsher Ashraf               ,Y,N,N,N,03/09/2020
06200  ,FINISH CARPENTRY                                                                          ,Shine Construction Corp,90-15 192nd Street,Hollis                        ,NY,11423          ,718-300-4900                  ,718-300-4900   ,Shamsher Ashraf               ,Y,N,N,N,03/09/2020
08100  ,METAL DOORS AND FRAMES                                                                    ,Shine Construction Corp,90-15 192nd Street,Hollis                        ,NY,11423          ,718-300-4900                  ,718-300-4900   ,Shamsher Ashraf               ,Y,N,N,N,03/09/2020
09200  ,LATH AND PLASTER                                                                          ,Shine Construction Corp,90-15 192nd Street,Hollis                        ,NY,11423          ,718-300-4900                  ,718-300-4900   ,Shamsher Ashraf               ,Y,N,N,N,03/09/2020
09250  ,GYPSUM BOARD                                                                              ,Shine Construction Corp,90-15 192nd Street,Hollis                        ,NY,11423          ,718-300-4900                  ,718-300-4900   ,Shamsher Ashraf               ,Y,N,N,N,03/09/2020
